year	uid	title	author	presenter	country	affiliation
2016	469	Measuring dependence between dimensions of welfare using multivariate Spearman's rho and other copula-based coefficients	Ana Perez Espartero	1	Spain	University of Valladolid
2016	469	Measuring dependence between dimensions of welfare using multivariate Spearman's rho and other copula-based coefficients	Mercedes Prieto-Alaiz	0	Spain	University of Valladolid
2016	414	Joint modeling of inflation and real interest rate dynamics with application to equity-linked investment	Lasse Koskinen	1	Finland	University of Tampere
2016	414	Joint modeling of inflation and real interest rate dynamics with application to equity-linked investment	Arto Luoma	0	Finland	University of Tampere
2016	414	Joint modeling of inflation and real interest rate dynamics with application to equity-linked investment	Tommi Salminen	0	Finland	University of Tampere
2016	172	Nonlinear dynamics and wavelet based analysis of crude oil prices	Emmanuel Senyo Fianu	1	Germany	Recent Affiliation--Leuphana University of Lueneburg
2016	369	A consistent estimator of the smoothing operator in the functional Hodrick-Prescott filter	Hiba Nassar	1	Sweden	Lund University
2016	541	Registration method for functional data based on shape invariant model with $t$ distribution	Mariko Takagishi	1	Japan	Doshisha University
2016	541	Registration method for functional data based on shape invariant model with $t$ distribution	Hiroshi Yadohisa	0	Japan	Doshisha University
2016	215	Functional regression analysis with compositional response	Renata Talska	1	Czech Republic	Palacky University Olomouc
2016	215	Functional regression analysis with compositional response	Alessandra Menafoglio	0	Italy	Politecnico di Milano
2016	215	Functional regression analysis with compositional response	Karel Hron	0	Czech Republic	Palacky University
2016	215	Functional regression analysis with compositional response	Eva Fiserova	0	Czech Republic	Palacky University
2016	215	Functional regression analysis with compositional response	Jitka Machalova	0	Czech Republic	Palacky University
2016	473	Partially and dependently observed functional data	Stefan Rameseder	1	Germany	Regensburg
2016	473	Partially and dependently observed functional data	Dominik Liebl	0	Germany	University Bonn
2016	380	Detection of space-time clusters for radiation data using spatial interpolation and scan statistics	Fumio Ishioka	1	Japan	Okayama University
2016	380	Detection of space-time clusters for radiation data using spatial interpolation and scan statistics	Koji Kurihara	0	Japan	Okayama University
2016	401	Cluster detection of disease mapping data based on latent Gaussian Markov random field models	Wataru Sakamoto	1	Japan	Okayama University
2016	221	ProbitSpatial R package: Fast and accurate spatial probit estimations	Davide Martinetti	1	France	INRA
2016	221	ProbitSpatial R package: Fast and accurate spatial probit estimations	Ghislain Geniaux	0	France	INRA - Ecodeveloppement
2016	465	A framework for spatio-temporal regression analysis of extremes in a presence of missing covariates	Olga Kaiser	1	Switzerland	Universita della Svizzera italiana
2016	465	A framework for spatio-temporal regression analysis of extremes in a presence of missing covariates	Illia Horenko	0	Germany	Universita della Svizzera italiana
2016	187	Multivariate functional principal component analysis for data observed on different (dimensional) domains	Clara Happ	1	Germany	LMU Munich
2016	187	Multivariate functional principal component analysis for data observed on different (dimensional) domains	Sonja Greven	0	Germany	LMU Munich
2016	206	An ANOVA test for functional data with graphical interpretation	Tomas Mrkvicka	1	Czech Republic	University of South Bohemia
2016	206	An ANOVA test for functional data with graphical interpretation	Mari Myllymaki	0	Finland	Natural Resources Institute Finland
2016	206	An ANOVA test for functional data with graphical interpretation	Ute Hahn	0	Denmark	University of Aarhus
2016	209	Bootstrap confidence intervals in semi-functional partial linear regression under dependence	Paula Rana Miguez	1	Spain	Universidade da Coruna
2016	209	Bootstrap confidence intervals in semi-functional partial linear regression under dependence	German Aneiros-Perez	0	Spain	University of Coruna
2016	209	Bootstrap confidence intervals in semi-functional partial linear regression under dependence	Juan Vilar Fernandez	0	Spain	Universidade da Coruna
2016	209	Bootstrap confidence intervals in semi-functional partial linear regression under dependence	Philippe Vieu	0	France	University Paul Sabatier
2016	291	Multi-classification of human body motions from acceleration curves	M Carmen Aguilera-Morillo	1	Spain	Universidad Carlos III de Madrid
2016	291	Multi-classification of human body motions from acceleration curves	Ana Maria Aguilera	0	Spain	University of Granada
2016	348	Reconstructing gradients from sparse functional data	Ian McKeague	1	United States	Columbia University
2016	287	Coordination of spatial samples	Anton Grafstrom	1	Sweden	Swedish University of Agricultural Sciences
2016	287	Coordination of spatial samples	Alina Matei	0	Switzerland	University of Neuchatel
2016	181	Estimation of the finite population distribution function using a global penalized calibration method	Maria Dolores Jimenez-Gamero	1	Spain	Universidad de Sevilla
2016	181	Estimation of the finite population distribution function using a global penalized calibration method	Jose Antonio Mayor-Gallego	0	Spain	University of Sevilla
2016	181	Estimation of the finite population distribution function using a global penalized calibration method	Juan Luis Moreno-Rebollo	0	Spain	Seville
2016	271	A systematic approach for choosing a sampling design	Yves Tille	1	Switzerland	University of Neuchatel
2016	311	Small area estimation: A nonparametric maximum likelihood approach	Maria Francesca Marino	1	Italy	University of Perugia
2016	311	Small area estimation: A nonparametric maximum likelihood approach	Maria Giovanna Ranalli	0	Italy	University of Perugia
2016	311	Small area estimation: A nonparametric maximum likelihood approach	Nicola Salvati	0	Italy	University of Pisa
2016	311	Small area estimation: A nonparametric maximum likelihood approach	Marco Alfo	0	Italy	University La Sapienza, Rome
2016	285	Estimation of total electricity consumption curves of small areas by sampling in a finite population.	Anne de Moliner	1	France	Universite de Bourgogne EDF
2016	285	Estimation of total electricity consumption curves of small areas by sampling in a finite population.	Herve Cardot	0	France	Universite de Bourgogne
2016	285	Estimation of total electricity consumption curves of small areas by sampling in a finite population.	Camelia Goga	0	France	Universite de Bourgogne
2016	581	Band pass filtering and wavelets analysis	Stephen Pollock	1	United Kingdom	University of Leicester
2016	530	Affine invariant algorithms for nonnegative matrix and 3D tensor factorization	Hideyuki Imai	1	Japan	Hokkaido University
2016	530	Affine invariant algorithms for nonnegative matrix and 3D tensor factorization	Ruoni Zhang	0	Japan	Hokkaido University
2016	570	The Matsumoto-Yor property on trees for matrix variates of different dimensions	Konstancja Bobecka	1	Poland	Warsaw University of Technology
2016	488	Test for covariance structure for high-dimensional data under non-normality	Takahiro Nishiyama	1	Japan	Senshu University
2016	488	Test for covariance structure for high-dimensional data under non-normality	Yuki Yamada	0	Japan	Tokyo University of Science
2016	488	Test for covariance structure for high-dimensional data under non-normality	Masashi Hyodo	0	Japan	Osaka Prefecture University
2016	220	Analysis of rotational deformations from directional data using a parametric and non-parametric approach	Joern Schulz	1	Norway	University of Stavanger
2016	220	Analysis of rotational deformations from directional data using a parametric and non-parametric approach	Byung-Won Kim	0	United States	University of Pittsburgh
2016	220	Analysis of rotational deformations from directional data using a parametric and non-parametric approach	Stephan Huckemann	0	Germany	University of Goettingen
2016	220	Analysis of rotational deformations from directional data using a parametric and non-parametric approach	Steve Marron	0	United States	University of North Carolina at Chapel Hill
2016	220	Analysis of rotational deformations from directional data using a parametric and non-parametric approach	Stephen Pizer	0	United States	University of North Carolina at Chapel Hill
2016	220	Analysis of rotational deformations from directional data using a parametric and non-parametric approach	Sungkyu Jung	0	Korea, South	Seoul National University
2016	561	Components selection for multivariate outlier detection with ICS	Aurore Archimbaud	1	France	Toulouse School of Economics
2016	561	Components selection for multivariate outlier detection with ICS	Anne Ruiz-Gazen	0	France	Toulouse School of Economics
2016	561	Components selection for multivariate outlier detection with ICS	Klaus Nordhausen	0	Austria	Vienna University of Technology
2016	207	Change point detection by filtered derivative with $p$-Value: Choice of the extra-parameters	Pierre Bertrand	1	France	University Clermont-Ferrand
2016	207	Change point detection by filtered derivative with $p$-Value: Choice of the extra-parameters	Doha Hadouni	0	France	Blaise Pascal
2016	441	Modeling bivariate count series through dynamic factor models	Magda Monteiro	1	Portugal	University of Aveiro
2016	441	Modeling bivariate count series through dynamic factor models	Isabel Pereira	0	Portugal	University of Aveiro
2016	441	Modeling bivariate count series through dynamic factor models	Manuel Scotto	0	Portugal	IST-University of Lisboa
2016	533	Sliced inverse regression for time series	Markus Matilainen	1	Finland	University of Turku/Turku PET Centre
2016	533	Sliced inverse regression for time series	Christophe Croux	0	France	Edhec Business School
2016	533	Sliced inverse regression for time series	Klaus Nordhausen	0	Austria	Vienna University of Technology
2016	533	Sliced inverse regression for time series	Hannu Oja	0	Finland	University of Turku
2016	161	Calculating joint confidence bands for impulse response functions using highest density regions	Helmut Luetkepohl	1	Germany	DIW Berlin and Freie Universitaet Berlin
2016	161	Calculating joint confidence bands for impulse response functions using highest density regions	Anna Staszewska-Bystrova	0	Poland	University of Lodz
2016	161	Calculating joint confidence bands for impulse response functions using highest density regions	Peter Winker	0	Germany	University of Giessen
